property_type,place_with_parent_names,lat-lon,price,currency,surface_covered_in_m2
apartment,|Azcapotzalco|Distrito Federal|México|,"19.472155,-99.161186",1950048,MXN,68
apartment,|Benito Juárez|Distrito Federal|México|,"19.38512,-99.164668",2200000,MXN,70
house,|Álvaro Obregón|Distrito Federal|México|,"19.387764,-99.205826",1117950,MXN,78
apartment,|Benito Juárez|Distrito Federal|México|,"19.387245,-99.147388",2350000,MXN,145
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.391754,-99.249561",580000,USD,297
apartment,|Benito Juárez|Distrito Federal|México|,"19.390912,-99.172242",4850000,MXN,122
apartment,|Benito Juárez|Quintana Roo|México|,"21.151917,-86.899796",346000,MXN,55
apartment,|Coyoacán|Distrito Federal|México|,"19.292877,-99.117048",1538820,MXN,70
apartment,|Benito Juárez|Distrito Federal|México|,,6319200,MXN,145
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.405298,-99.164986",4280000,MXN,74
house,|Tláhuac|Distrito Federal|México|,"19.241568,-98.992172",3100000,MXN,100
apartment,|Iztapalapa|Distrito Federal|México|,"19.3217152,-99.2645126",554455,MXN,57
house,|Zacatecas|Zacatecas|México|,"22.764858,-102.596395",850000,MXN,160
apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.6368958483,-87.0635095239",750000,USD,205
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.432657,-99.177444",2563333,MXN,115
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.441879,-99.167819",607000,MXN,60
apartment,|Coyoacán|Distrito Federal|México|,"19.328366,-99.114767",1078000,MXN,65
store,|Gustavo A. Madero|Distrito Federal|México|,,,,300
apartment,|Benito Juárez|Distrito Federal|México|,"19.387245,-99.147388",2350000,MXN,75
apartment,|Iztapalapa|Distrito Federal|México|,"19.317698,-99.061256",850000,MXN,50
apartment,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",272000,USD,175
apartment,|Benito Juárez|Distrito Federal|México|,"19.395835,-99.135191",1470000,MXN,399
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.444966,-99.202496",1989328,MXN,90
apartment,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.626583,-87.078659",350000,USD,130
house,|Gustavo A. Madero|Distrito Federal|México|,,2500000,MXN,336
house,|Benito Juárez|Quintana Roo|México|,"21.203037,-86.806343",900000,MXN,90
apartment,|Benito Juárez|Distrito Federal|México|,"19.366315,-99.162803",4604600,MXN,128
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.363343,-99.224118",842038,MXN,50
apartment,|Iztacalco|Distrito Federal|México|,,1079336,MXN,55
apartment,|Azcapotzalco|Distrito Federal|México|,"19.470991,-99.168165",838000,MXN,69
house,|Tabasco|Zacatecas|México|,"23.634501,-102.552788",1050000,MXN,108
apartment,|Solidaridad|Quintana Roo|México|,"20.4996975,-87.2298974",185000,USD,120
house,|Gustavo A. Madero|Distrito Federal|México|,"19.511654,-99.130394",,,0
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.405298,-99.164986",4280000,MXN,74
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.446256,-99.147767",931000,MXN,69
apartment,|Benito Juárez|Distrito Federal|México|,"19.39516,-99.168487",1736447,MXN,90
apartment,|Miguel Hidalgo|Distrito Federal|México|,,800000,USD,155
apartment,|Benito Juárez|Distrito Federal|México|,"19.400004,-99.16735",3735000,MXN,84
apartment,|Azcapotzalco|Distrito Federal|México|,"19.472155,-99.161186",1785000,MXN,65
house,|Miguel Hidalgo|Distrito Federal|México|,"19.3960473,-99.2529911",2200000,USD,750
apartment,|Benito Juárez|Distrito Federal|México|,"19.364891,-99.148384",2862800,MXN,74
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.509213,-99.1407",2500000,MXN,95
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.445743,-99.174986",722986,MXN,60
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.323593,-99.216426",4910000,MXN,100
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.4179232,-99.1483827",669000,MXN,0
apartment,|Miguel Hidalgo|Distrito Federal|México|,,950000,USD,240
apartment,|Coyoacán|Distrito Federal|México|,"19.329109,-99.127632",4000000,MXN,135
house,|Tlalpan|Distrito Federal|México|,"19.2859529332,-99.2081204196",3500000,MXN,
apartment,|Álvaro Obregón|Distrito Federal|México|,,10820000,MXN,
apartment,|Iztapalapa|Distrito Federal|México|,"19.317698,-99.061256",850000,MXN,50
house,|Iztapalapa|Distrito Federal|México|,"19.342083,-99.0532159",450000,MXN,56
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.562385,-99.141146",721480,MXN,70
house,|Solidaridad|Quintana Roo|México|,"20.6438139638,-87.0615160677",2700000,MXN,0
apartment,|Azcapotzalco|Distrito Federal|México|,"19.473486,-99.185753",1530485,MXN,90
apartment,|Iztapalapa|Distrito Federal|México|,"19.363469,-99.010141",268830,MXN,52
apartment,|Tlalpan|Distrito Federal|México|,"19.275206,-99.218292",10500000,MXN,267
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.452419,-99.175058",980000,MXN,70
house,|Álvaro Obregón|Distrito Federal|México|,"19.351912,-99.190111",2630000,USD,930
store,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",40000,USD,0
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3548816594,-99.2691159161",17000000,MXN,387
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.42052,-99.152161",1690000,MXN,115
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,14000000,MXN,358
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.38696,-99.219493",1858000,MXN,180
apartment,|Benito Juárez|Distrito Federal|México|,"19.375223,-99.182056",1292000,MXN,80
apartment,|Benito Juárez|Distrito Federal|México|,"19.39468,-99.180172",5500000,MXN,130
store,|Benito Juárez|Quintana Roo|México|,"21.184412,-86.822548",350000,MXN,160
apartment,|Coyoacán|Distrito Federal|México|,"19.3301249,-99.1502614",3550000,MXN,
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,1900000,MXN,70
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.470215,-99.140075",899505,MXN,80
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.494455,-99.127874",2995000,MXN,130
house,|La Magdalena Contreras|Distrito Federal|México|,"19.306255,-99.234777",891000,MXN,70
house,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",3750000,MXN,300
apartment,|Miguel Hidalgo|Distrito Federal|México|,,7114000,MXN,125
apartment,|Benito Juárez|Distrito Federal|México|,"19.392185,-99.135357",1180000,MXN,90
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.38642,-99.222521",640000,MXN,54
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.390415,-99.254997",2800000,USD,450
apartment,|Miguel Hidalgo|Distrito Federal|México|,,,,145
apartment,|Benito Juárez|Distrito Federal|México|,"19.396893,-99.152302",1630000,MXN,78
house,|Benito Juárez|Distrito Federal|México|,"19.360285,-99.148336",2794666,MXN,260
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.474446,-99.088493",676380,MXN,65
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4445835,-99.1746778",1330000,MXN,0
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3585224004,-99.2721176147",10600000,MXN,241
apartment,|Azcapotzalco|Distrito Federal|México|,,1199000,MXN,49
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3499706,-99.3014315",6150000,MXN,172
house,|Benito Juárez|Quintana Roo|México|,"21.1334516,-86.8450424",3800000,USD,1112
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.433173,-99.1863574",12475760,MXN,185
house,|Benito Juárez|Quintana Roo|México|,"21.158964,-86.845937",460000,USD,550
apartment,|Azcapotzalco|Distrito Federal|México|,"19.489986,-99.185307",614010,MXN,41
house,|Benito Juárez|Distrito Federal|México|,"19.394073,-99.153915",5565000,MXN,130
apartment,|Azcapotzalco|Distrito Federal|México|,"19.477389,-99.150971",850000,MXN,60
apartment,|Tlalpan|Distrito Federal|México|,,2850000,MXN,
house,|Benito Juárez|Distrito Federal|México|,"19.403597,-99.149771",4688000,MXN,384
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,590000,USD,300
house,|Benito Juárez|Distrito Federal|México|,"19.378511,-99.174906",11500000,MXN,325
apartment,|Iztapalapa|Distrito Federal|México|,"19.362363,-99.017827",635470,MXN,56
apartment,|Tlalpan|Distrito Federal|México|,"19.2745241,-99.1515694",3468800,MXN,
house,|Álvaro Obregón|Distrito Federal|México|,"19.378196,-99.200493",1003585,MXN,78
apartment,|Tláhuac|Distrito Federal|México|,"19.2990233,-99.0436467",1042956,MXN,69
house,|Iztapalapa|Distrito Federal|México|,"19.360537,-99.132469",5500000,MXN,300
house,|Tlalpan|Distrito Federal|México|,"19.274141,-99.166374",4110000,MXN,120
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.386551,-99.193708",1643000,MXN,64
apartment,|Coyoacán|Distrito Federal|México|,"19.309208,-99.171906",820000,MXN,91
apartment,|Benito Juárez|Quintana Roo|México|,"21.1613612009,-86.8090295792",680000,USD,235
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.46731,-99.133163",570000,MXN,48
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.355921,-99.180214",4750000,MXN,100
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.453854,-99.193979",680400,MXN,55
apartment,|Benito Juárez|Quintana Roo|México|,"21.192402,-86.834587",335000,MXN,52
apartment,|Tlalpan|Distrito Federal|México|,"19.283701,-99.220215",1635110,MXN,70
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3679526,-99.2983107",2067200,MXN,65
apartment,|Coyoacán|Distrito Federal|México|,"19.314216,-99.135841",1634967,MXN,95
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.365427,-99.243484",550000,MXN,54
apartment,|Benito Juárez|Distrito Federal|México|,"19.391557,-99.180726",1010000,MXN,96
house,|Xochimilco|Distrito Federal|México|,"19.271668,-99.132671",4350000,MXN,328
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.341894,-99.224525",2969000,MXN,91
house,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.6775690729,-87.0498490334",4200000,MXN,
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3770400205,-99.2793354392",3300000,USD,740
apartment,|Azcapotzalco|Distrito Federal|México|,"19.4653758,-99.1589568",1768079,MXN,
apartment,|Benito Juárez|Distrito Federal|México|,"19.369335,-99.191614",2470000,MXN,120
house,|Xochimilco|Distrito Federal|México|,"19.2476258059,-99.1310119629",3000000,MXN,0
apartment,|Benito Juárez|Distrito Federal|México|,"19.388044,-99.185753",1646500,MXN,86
apartment,|Coyoacán|Distrito Federal|México|,"19.315335,-99.102928",2062000,MXN,150
house,|Benito Juárez|Quintana Roo|México|,"21.1391367113,-86.8789560296",700000,MXN,86
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,3735000,MXN,83
apartment,|Benito Juárez|Distrito Federal|México|,"19.366738,-99.14554",1224000,MXN,57
house,|Benito Juárez|Quintana Roo|México|,"21.1334564148,-86.7593078624",480000,USD,398
house,|Bacalar|Quintana Roo|México|,"18.498185,-88.290723",4913000,MXN,368
apartment,|Tlalpan|Distrito Federal|México|,"19.287188,-99.170525",1300000,MXN,50
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.437147,-99.167073",1000000,MXN,80
apartment,|Miguel Hidalgo|Distrito Federal|México|,,1146320,USD,178
house,|Venustiano Carranza|Distrito Federal|México|,"19.435839,-99.118375",1362000,MXN,98
apartment,|Solidaridad|Quintana Roo|México|,"20.6348124517,-87.0665216446",297000,USD,74
apartment,|Benito Juárez|Quintana Roo|México|,"21.0414159439,-86.7823188007",2200000,USD,431
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.445816,-99.170462",1139635,MXN,90
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.408155,-99.107965",738417,MXN,60
house,|Benito Juárez|Quintana Roo|México|,"21.082655,-86.857162",1500000,USD,500
house,|Benito Juárez|Quintana Roo|México|,"21.1295466,-86.8170132",900000,USD,450
house,|La Magdalena Contreras|Distrito Federal|México|,,8950000,MXN,229
apartment,|Iztacalco|Distrito Federal|México|,"19.410307,-99.065399",1700000,MXN,64
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.51918,-99.143403",664000,MXN,60
apartment,|Miguel Hidalgo|Distrito Federal|México|,,15000000,MXN,290
apartment,|Coyoacán|Distrito Federal|México|,"19.365624,-99.196608",847640,MXN,70
house,|Xochimilco|Distrito Federal|México|,"19.264729,-99.133858",4137333,MXN,200
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4372822,-99.2124468",9625000,MXN,237
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.451809,-99.170181",888000,MXN,85
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.345152,-99.197821",1699200,MXN,57
apartment,|Tláhuac|Distrito Federal|México|,"19.305666,-99.051631",745000,MXN,50
house,|Tulum|Quintana Roo|México|,"20.210958,-87.454256",37000,USD,108
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.428152,-99.106194",1500000,MXN,67
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.417364,-99.159454",1950000,MXN,80
house,|Venustiano Carranza|Distrito Federal|México|,"19.423752,-99.105354",3200000,MXN,160
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.41498,-99.177444",5425000,MXN,96
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.445553,-99.097057",966781,MXN,62
apartment,|Benito Juárez|Distrito Federal|México|,"19.387579,-99.170353",2090000,MXN,93
house,|Tabasco|Zacatecas|México|,"23.634501,-102.552788",1995000,MXN,168
house,|Benito Juárez|Quintana Roo|México|,"21.1353171,-86.8607521",8400000,MXN,280
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.434723,-99.175887",2501000,MXN,80
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.511437,-99.133339",657000,MXN,59
house,|Playa del Carmen|Solidaridad|Quintana Roo|México|,"20.681373,-87.044438",1100000,MXN,91
apartment,|Tlalpan|Distrito Federal|México|,"19.2793178,-99.1779905",6098036,MXN,
house,|Benito Juárez|Distrito Federal|México|,"19.40099,-99.161174",3900000,MXN,335
apartment,|Azcapotzalco|Distrito Federal|México|,"19.49432,-99.196136",500000,MXN,41
house,|Solidaridad|Quintana Roo|México|,"20.613375,-87.089897",589000,USD,320
apartment,|Iztacalco|Distrito Federal|México|,"19.404288,-99.119604",1170075,MXN,50
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.527514,-99.15184",874880,MXN,70
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,,3900000,MXN,123
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.415782,-99.160052",8700000,MXN,219
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.454332,-99.200287",960000,MXN,62
house,|Gustavo A. Madero|Distrito Federal|México|,"19.452751,-99.056419",878900,MXN,137
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.4280794,-99.164609",7100000,MXN,118
apartment,|Tlalpan|Distrito Federal|México|,"19.199665,-99.153915",1800000,MXN,85
apartment,|Tlalpan|Distrito Federal|México|,"19.275206,-99.218292",6500000,MXN,133
house,|Benito Juárez|Distrito Federal|México|,"19.381407,-99.135302",1418190,MXN,200
house,|Iztapalapa|Distrito Federal|México|,"19.379684,-99.112445",2000000,MXN,184
apartment,|Coyoacán|Distrito Federal|México|,"19.305233,-99.12269",905000,MXN,60
apartment,|Gustavo A. Madero|Distrito Federal|México|,,1009000,MXN,41
house,|Benito Juárez|Quintana Roo|México|,"21.139086,-86.84964",7950000,MXN,432
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.44661,-99.160309",1980000,MXN,85
house,|Coyoacán|Distrito Federal|México|,"19.3147961,-99.1193297",2200000,MXN,141
apartment,|Tláhuac|Distrito Federal|México|,"19.299713,-99.037758",655000,MXN,60
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.454332,-99.200287",913000,MXN,65
house,|Gustavo A. Madero|Distrito Federal|México|,"19.50561,-99.0896",,,0
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.432635,-99.172921",3800000,MXN,61
apartment,|Iztapalapa|Distrito Federal|México|,"19.342083,-99.0532159",383300,MXN,47
house,|Benito Juárez|Quintana Roo|México|,"21.152508,-86.850891",1400000,MXN,87
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.448943,-99.145835",795000,MXN,43
apartment,|Tláhuac|Distrito Federal|México|,"19.29707,-99.051074",418000,MXN,50
apartment,|Benito Juárez|Distrito Federal|México|,"19.387245,-99.147388",2350000,MXN,110
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.411748,-99.172411",7036300,MXN,110
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.413992,-99.138695",1194735,MXN,42
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.469689,-99.085457",900000,MXN,80
house,|Miguel Hidalgo|Distrito Federal|México|,"19.40403,-99.233528",28500000,MXN,532
apartment,|Iztacalco|Distrito Federal|México|,"19.417363,-99.068463",760480,MXN,63
apartment,|Benito Juárez|Distrito Federal|México|,"19.3707909,-99.1370465",950000,MXN,56
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.456993,-99.118637",931000,MXN,56
house,|Solidaridad|Quintana Roo|México|,"20.616879,-87.081516",2000000,USD,360
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.429857,-99.194502",979000,USD,178
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.4673105,-99.1331631",3500000,MXN,208
house,|Solidaridad|Quintana Roo|México|,,1124000,MXN,80
apartment,|Xochimilco|Distrito Federal|México|,"19.264647,-99.112747",1150000,MXN,53
house,|Solidaridad|Quintana Roo|México|,,1342500,MXN,101
apartment,|Tláhuac|Distrito Federal|México|,,355000,MXN,50
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.366901,-99.297272",2067200,MXN,65
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.443178,-99.144234",996774,MXN,47
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.369421,-99.266439",7000000,MXN,150
house,|Gustavo A. Madero|Distrito Federal|México|,"19.500746256,-99.1243748367",5300000,MXN,250
house,|Solidaridad|Quintana Roo|México|,"20.6779215222,-87.0495788548",6100000,MXN,344
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.4347155,-99.1699933",10340000,MXN,188
house,|Gustavo A. Madero|Distrito Federal|México|,"19.479433,-99.142028",2045270,MXN,210
apartment,|Iztapalapa|Distrito Federal|México|,"19.359407,-99.060657",840363,MXN,60
apartment,|Tulum|Quintana Roo|México|,"20.2114185,-87.4653502",248950,MXN,109
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.443178,-99.20237",8369168,MXN,255
house,|Gustavo A. Madero|Distrito Federal|México|,,1490000,MXN,200
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.397531,-99.182964",1106000,MXN,60
apartment,|Benito Juárez|Quintana Roo|México|,"21.1481685414,-86.8223842978",3750000,MXN,135
apartment,|Iztapalapa|Distrito Federal|México|,"19.325608,-99.06112",979000,MXN,50
apartment,|Benito Juárez|Quintana Roo|México|,"20.8420429,-86.8815941",650000,USD,225
house,|Benito Juárez|Quintana Roo|México|,"21.1550030554,-86.8272287212",3500000,MXN,285
house,|Xochimilco|Distrito Federal|México|,"19.255949,-99.123408",3400000,MXN,240
house,|Benito Juárez|Quintana Roo|México|,"21.133383,-86.860694",1850000,MXN,150
store,|Cozumel|Quintana Roo|México|,"20.4904215009,-86.9665288925",75000,USD,45
apartment,|Coyoacán|Distrito Federal|México|,"19.326756,-99.117844",1143000,MXN,111
apartment,|Benito Juárez|Distrito Federal|México|,"19.388044,-99.185753",1456200,MXN,86
house,|Solidaridad|Quintana Roo|México|,"20.691491,-87.043064",1429000,MXN,95
apartment,|Benito Juárez|Distrito Federal|México|,"19.3670983,-99.1624422",2842000,MXN,79
house,|Álvaro Obregón|Distrito Federal|México|,"19.362683,-99.189959",2320000,MXN,210
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.3341208717,-99.2402824759",5300000,MXN,168
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.432581,-99.163438",5500000,MXN,80
apartment,|Coyoacán|Distrito Federal|México|,"19.328833,-99.133163",2025000,MXN,60
house,|Álvaro Obregón|Distrito Federal|México|,"19.331152,-99.203902",33500000,MXN,650
house,|Álvaro Obregón|Distrito Federal|México|,"19.36787,-99.221502",3060000,MXN,140
apartment,|Álvaro Obregón|Distrito Federal|México|,,1420262,MXN,92
apartment,|Benito Juárez|Distrito Federal|México|,"19.35782,-99.149406",1007709,MXN,70
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4396219801,-99.1828966141",4800000,MXN,87
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.336195,-99.23692",1005000,MXN,50
house,|Coyoacán|Distrito Federal|México|,"19.3242755,-99.1225852",1850000,MXN,150
apartment,|Benito Juárez|Quintana Roo|México|,"21.1659502547,-86.8136043538",999000,USD,246
apartment,|Miguel Hidalgo|Distrito Federal|México|,,2502120,USD,291
apartment,|Azcapotzalco|Distrito Federal|México|,"19.469769,-99.157379",2745000,MXN,80
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.4531642,-99.1628518",3276000,MXN,
apartment,|Gustavo A. Madero|Distrito Federal|México|,"19.496491,-99.149702",1106000,MXN,65
house,|Gustavo A. Madero|Distrito Federal|México|,"19.507463,-99.121732",3100000,MXN,168
house,|Benito Juárez|Distrito Federal|México|,"23.634501,-102.552788",4990000,MXN,150
house,|Gustavo A. Madero|Distrito Federal|México|,,,,0
apartment,|Solidaridad|Quintana Roo|México|,"20.618861,-87.089539",147000,USD,99
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.431252,-99.146999",750000,MXN,62
apartment,|Benito Juárez|Quintana Roo|México|,"21.1902642,-86.8198375",215000,USD,158
house,|Benito Juárez|Quintana Roo|México|,"21.158964,-86.845937",9000000,MXN,470
house,|Benito Juárez|Quintana Roo|México|,"21.1295466,-86.8170132",320000,USD,197
house,|Venustiano Carranza|Distrito Federal|México|,"19.422905,-99.108113",2288000,MXN,100
apartment,|La Magdalena Contreras|Distrito Federal|México|,"19.306256,-99.236671",559000,MXN,70
house,|Benito Juárez|Quintana Roo|México|,"21.139086,-86.84964",2750000,MXN,187
apartment,|Benito Juárez|Distrito Federal|México|,"19.371132,-99.173156",1835333,MXN,80
apartment,|Benito Juárez|Distrito Federal|México|,"19.394073,-99.153915",4850000,MXN,0
apartment,|Álvaro Obregón|Distrito Federal|México|,"19.348636,-99.2293853",4500000,MXN,250
apartment,|Miguel Hidalgo|Distrito Federal|México|,"23.634501,-102.552788",1988000,USD,451
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.437523,-99.17835",6874000,MXN,119
house,|Cancún|Benito Juárez|Quintana Roo|México|,"21.151917,-86.899796",620000,MXN,80
house,|Solidaridad|Quintana Roo|México|,"20.63163961,-87.0712423325",3200000,MXN,130
house,|Gustavo A. Madero|Distrito Federal|México|,,12000000,MXN,465
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3619852,-99.2663861",6900000,MXN,
apartment,|Azcapotzalco|Distrito Federal|México|,"19.458968,-99.152898",568696,MXN,70
house,|Benito Juárez|Quintana Roo|México|,"21.137991,-86.870964",1750000,MXN,280
house,|Benito Juárez|Quintana Roo|México|,"21.106783,-86.839918",6500000,MXN,250
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.443178,-99.20237",9403995,MXN,288
apartment,|Coyoacán|Distrito Federal|México|,"19.317741,-99.119331",624000,MXN,80
apartment,|Benito Juárez|Distrito Federal|México|,"19.390912,-99.172242",4850000,MXN,122
house,|Álvaro Obregón|Distrito Federal|México|,"19.3733020916,-99.2110426545",2650000,MXN,200
house,|Solidaridad|Quintana Roo|México|,"20.626583,-87.078659",1342500,MXN,101
house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3776045,-99.2730736",12000000,MXN,499
house,|Benito Juárez|Quintana Roo|México|,"21.095511,-86.868862",1897000,MXN,155
house,|Álvaro Obregón|Distrito Federal|México|,"19.318535,-99.264008",1950000,MXN,230
apartment,|Benito Juárez|Distrito Federal|México|,"19.373281,-99.160485",2246666,MXN,90
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.432657,-99.177444",4995400,MXN,87
house,|Coyoacán|Distrito Federal|México|,"19.353155,-99.127182",1922000,MXN,130
apartment,|Benito Juárez|Quintana Roo|México|,"21.1902642,-86.8198375",3160000,MXN,144
house,|Benito Juárez|Quintana Roo|México|,"21.147653,-86.832721",2495000,MXN,252
house,|Cuauhtémoc|Distrito Federal|México|,"19.411699,-99.166247",4701460,MXN,319
apartment,|Benito Juárez|Distrito Federal|México|,"19.4025564,-99.1461089",5120000,MXN,139
house,|Benito Juárez|Quintana Roo|México|,"21.1166104566,-86.8427503109",6900000,MXN,450
house,|Venustiano Carranza|Distrito Federal|México|,"19.442025,-99.113776",2386657,MXN,94
apartment,|Benito Juárez|Distrito Federal|México|,"19.382145,-99.142159",838522,MXN,70
apartment,|Benito Juárez|Quintana Roo|México|,"21.129547,-86.817017",3340000,MXN,227
house,|Coyoacán|Distrito Federal|México|,"19.337112,-99.144234",2840000,MXN,200
apartment,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.552402,-99.142799",10159000,MXN,220
house,|Coyoacán|Distrito Federal|México|,"19.343979,-99.124863",2029333,MXN,66
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.453854,-99.193979",680400,MXN,80
house,|Benito Juárez|Quintana Roo|México|,"21.0969863,-86.8519605",4250000,MXN,330
apartment,|Coyoacán|Distrito Federal|México|,"19.34841,-99.125713",1980000,MXN,70
apartment,|Venustiano Carranza|Distrito Federal|México|,"19.422397,-99.09769",350000,MXN,50
apartment,|Cuauhtémoc|Distrito Federal|México|,,950000,MXN,79
house,|Cuajimalpa de Morelos|Distrito Federal|México|,"19.3114814,-99.3338066",2200000,MXN,
apartment,|Tlalpan|Distrito Federal|México|,"19.286619,-99.152534",2680000,MXN,110
apartment,|Benito Juárez|Quintana Roo|México|,"21.161908,-86.8515279",1200000,MXN,80
house,|Tlalpan|Distrito Federal|México|,"19.279835,-99.195105",3900000,MXN,180
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.4259971,-99.224352",11000000,MXN,315
apartment,|Miguel Hidalgo|Distrito Federal|México|,,670000,USD,150
house,|Gustavo A. Madero|Distrito Federal|México|,"19.510133,-99.100025",2680000,MXN,171
store,|Cozumel|Quintana Roo|México|,,1325000,MXN,160
apartment,|Cuauhtémoc|Distrito Federal|México|,"19.4301322,-99.1691413",8800000,MXN,235
apartment,|Benito Juárez|Distrito Federal|México|,"19.387651,-99.142257",750000,MXN,65
house,|Tlalpan|Distrito Federal|México|,"19.289949,-99.140241",4810000,MXN,190
house,|Coyoacán|Distrito Federal|México|,"19.35231,-99.1579",5053000,MXN,354
apartment,|Cuauhtémoc|Distrito Federal|México|,"23.634501,-102.552788",3650000,MXN,112
house,|Tlalpan|Distrito Federal|México|,,2300000,MXN,283
apartment,|Miguel Hidalgo|Distrito Federal|México|,"19.444684,-99.176413",3639212,MXN,55
house,|Xochimilco|Distrito Federal|México|,"19.275578,-99.124394",3384000,MXN,365
apartment,|Benito Juárez|Distrito Federal|México|,"19.381598,-99.179926",820000,MXN,41
